link_#,course_id,course_name,crosslist,duplicate,corequisite,preparation,prerequisite,similar_mooc
1409,COMM 455,COMM 455 Advertising and Society,,,,COMM 311,,"udc00201, udc00204"
1410,HIST 245,HIST 245gm Gender and Sexualities in American History,SWMS 245,,,,,
1411,PSYC 453,Intergroup Relations,,,,,PSYC 355,
1412,GSBA 504,GSBA 504a Operations Management,,"GSBA 504, GSBA 534",,,,"csr01888, csr01039, csr00308, csr00879, csr01868, csr00465"
1413,GSBA 509,GSBA 509 Marketing Management,,"GSBA 528, GSBA 509",,,,"csr01825, csr01890, csr01831, csr01891, csr01050, udc00198, csr01035, csr01083, csr01085"
1414,GSBA 516,GSBA 516 Essentials of Data Analysis and Modeling,,"GSBA 506, GSBA 524",,,,"udc00117, csr00131, csr02397, csr00028, csr01313, csr01532, csr00954, csr00111, csr00961"
1415,GSBA 521,GSBA 521a Corporate Finance,,"GSBA 548, GSBA 521",,GSBA 510,,"csr01038, csr01866"
1416,GSBA 533,GSBA 533 Organizational Behavior and Leadership,,"GSBA 522, GSBA 543, GSBA 532",,,,"csr02516, csr01815, csr01800, csr01896"
1417,GSBA 540,GSBA 540 Contemporary Issues in Competitive Strategy,,"GSBA 529, GSBA 519",,,,
1418,GSBA 542,GSBA 542 Communication for Management,,"GSBA 523, GSBA 502",,,,
1419,GSBA 545,GSBA 545 Data Driven Decision Making,,"GSBA 506, GSBA 524",,,,"csr00011, csr00920, csr01348, csr00894, csr00353, csr02505, csr00332, csr00112, csr00151"
1420,GSBA 580,GSBA 580a The Global Context of Business,,GSBA 582,,,,"csr00674, csr00772, csr00676, csr00774, csr00677, csr00775"
1421,GSBA 523,GSBA 523 Communication for Management,,"GSBA 542, GSBA 502",,,,
1422,GSBA 524,GSBA 524 Managerial Statistics,,"GSBA 516, GSBA 506, GSBA 545",,,,udc00167
1423,GSBA 529,GSBA 529 Strategic Formulation for Competitive Advantage,,"GSBA 540, GSBA 519",,,,
1424,GSBA 518,GSBA 518 Accounting Control Systems,,,,GSBA 510,,
1425,GSBA 528,GSBA 528 Marketing Management,,GSBA 509,,,,"csr01825, csr01890, csr01831, csr01891, csr01035, csr01834, udc00198, csr01852, csr01050, csr01851"
1426,GSBA 548,GSBA 548 Corporate Finance,,GSBA 521,,,,"csr01038, csr01866"
1427,GSBA 549,GSBA 549 The Firm in the National and International Economy,,"GSBA 544, GSBA 526",,,,
1428,GSBA 534,GSBA 534 Operations Management,,GSBA 504,,"GSBA 516, GSBA 506, GSBA 545, GSBA 524",,"csr01888, csr01039, csr00308, csr00879, csr01868, csr00465"
1429,GSBA 543,GSBA 543 Managerial Perspectives,,"GSBA 522, GSBA 543, GSBA 533, GSBA 532",,,,
1430,GSBA 519,GSBA 519a Strategic Formulation for Competitive Advantage,,"GSBA 540, GSBA 529",,,,
1431,GSBA 544,GSBA 544 The Firm in the National Economy,,"GSBA 549, GSBA 526",,,,
1432,GSBA 506,GSBA 506a Applied Managerial Statistics,,"GSBA 516, GSBA 545, GSBA 524",,,,
1433,GSBA 522,GSBA 522a Managerial Perspectives,,"GSBA 543, GSBA 532",,,,
1434,GSBA 550,GSBA 550a Entrepreneurship,,"BAEP 549, GSBA 586, BAEP 550, BAEP 551",,,,"csr02002, csr02002, csr01399, csr01432, csr01420, csr00854, csr01424, csr01417, csr01381, csr01980"
1435,GSBA 581,Information Management and Analytics,,GSBA 581,,,,csr00910
1436,GSBA 582,GSBA 582a The Global Context and International Business,,"GSBA 580, GSBA 582",,GSBA 582,,"csr00676, csr00774, csr02099, csr00677, csr00775"
1437,GSBA 505,GSBA 505 Fundamentals of Business,,"GSBA 516, GSBA 506, GSBA 511, GSBA 510, GSBA 545, GSBA 524",,,GSBA 501,csr01392
1438,GSBA 535,GSBA 535 Opportunity Recognition and Implementation,,"BAEP 549, GSBA 586, GSBA 550, BAEP 550, BAEP 551",,,GSBA 505,
1439,GSBA 537,GSBA 537 Managing Inside the Firm,,"GSBA 504, GSBA 543, GSBA 518, GSBA 522, GSBA 534, GSBA 536, GSBA 533, GSBA 532",,,GSBA 505,
1440,GSBA 538,GSBA 538 Managing Outside the Firm,,"GSBA 548, GSBA 506, GSBA 511, GSBA 509, GSBA 528, GSBA 534, GSBA 521",,,"GSBA 505, GSBA 509",
1441,GSBA 539,GSBA 539 Business Environment and Leadership,,"GSBA 548, GSBA 540, GSBA 580, GSBA 519, GSBA 529, GSBA 521",,,GSBA 505,"csr02099, csr00706"
1442,FBE 565,FBE 565 Economics of Urban Land Use : Feasibility Studies,,,,,"GSBA 548, GSBA 521",
1443,FBE 588,FBE 588 Advanced Real Estate Law,,RED 562,,,,
1444,ACMD 592,Implementing Research on Innovation in Academic Medicine,,,,,ACMD 591,
1445,PM 513,Experimental Designs,,,,,PM 510,
1446,ACCT 557,ACCT 557 Advanced Financial Statement Auditing Topics,,,,,ACCT 525,
1447,ACCT 585,ACCT 585 Professional Responsibilities in Accounting,,,,ACCT 572,,
1448,DSO 528,"DSO 528 Data Warehousing , Business Intelligence , and Data Mining",,IOM 528,,,,"csr01370, csr01374, csr02393"
1449,DSO 530,DSO 530 Applied Modern Statistical Learning Methods,,IOM 530,,,,
1450,ACCT 546,ACCT 546 Auditing and Assurance Services,,,,ACCT 525,,
1451,ACCT 549,ACCT 549 Advanced Enterprise Systems and Technologies,,,,ACCT 547,,csr02064
1452,ARCH 705,ARCH 705L Advanced Graduate Architecture Design â€“ Topics,,,,,"ARCH 605, ARCH 702",
1453,ARCH 793,ARCH 793aL Architecture Directed Design Research Option I,,,,,"ARCH 605, ARCH 702",
1454,ARCH 795,ARCH 795aL Architecture Thesis Option II,,,,,"ARCH 605, ARCH 702",
1455,AME 509,Applied Elasticity,,,,,AME 403,
1456,AME 535,Introduction to Computational Fluid Mechanics,,,,AME 526,,
1457,ASTE 545,Computational Techniques in Rarefied Gas Dynamics,,,,ASTE 501,,
1458,MASC 576,Molecular Dynamics Simulations of Materials and Processes,,,,,MASC 575,
1459,MATH 504,MATH 504a Numerical Solution of Ordinary and Partial Differential Equations,,,,,"MATH 502, MATH 501",
1460,AME 516,Convection Processes,,,,,"AME 331, AME 457, AME 526",
1461,CE 541,Dynamics of Structures,,,,,CE 541,
1462,CE 542,CE 542 Theory of Plates,,,,,"CE 428, CE 507",
1463,GERO 551,Applied Policy Skills in Aging,,,,,GERO 540,
1464,EDUC 672,EDUC 672 Integrated Language Development Across the Curriculum,,EDUC 501,,,,
1465,EDUC 675,EDUC 675 Literacy Development and Instruction in Elementary Education,,EDUC 504,,,,
1466,EDUC 676,EDUC 676 Literacy Development and Instruction in Secondary Education,,EDUC 505,,,,
1467,INF 559,INF 559 Introduction to Data Management,ISE 559,INF 551,,,,"csr02570, csr00131, csr02397, csr00096, csr02034, csr00116, csr00027, csr01312, csr01531, csr00028"
1468,ISE 529,ISE 529 Engineering Data Analytics,INF 561,,,,,"csr00100, csr00351, csr02503, csr00103, csr02031"
1469,ISE 533,ISE 533 Integrative Analytics,,,,,"ISE 529, ISE 530",
1470,CTAN 536,CTAN 536 Storytelling for Animation,,CTAN 436,,,,
1471,CTAN 547,CTAN 547 Animation Production I,,,,,CTAN 544,
1472,CTAN 555,Animation Design and Production,,,,,CTAN 547,
1473,PSYC 537,PSYC 537 Development and Supervision of Intervention Systems,,,,,"PSYC 530, PSYC 536",
1474,PSYC 596,PSYC 596 Advanced Behavioral Theory,,,,,PSYC 530,
1475,PM 511,PM 511aL Data Analysis,,,,,PM 510,
1476,PM 517,PM 517a Research Methods in Epidemiology,,,,,"PM 511, PM 518",
1477,PM 518,"Statistical Methods for Epidemiological Studies I , II",,,,,PM 512,
1478,PM 523,Design of Clinical Studies,,,,,"PM 511, PM 513",
1479,PM 527,Epidemiology of Infectious Disease,,,,,PM 512,
1480,PM 515,PM 515 Multivariate Statistics in Health Behavior Research,,,,,PM 511,
1481,PM 516,Statistical Problem Solving,,,,,PM 510,"udc00054, csr00012, csr00921, csr01349, csr01393"
1482,PM 529,Environmental Health : An Epidemiological Approach,,,,,PM 512,
1483,PM 533,PM 533 Genetic and Molecular Epidemiology,,,,,"PM 543, PM 518, PM 511, PM 510, PM 512",
1484,PM 551,Statistical Methods in Genome-Wide Association Studies,,,PM 522,,"PM 511, PM 512",
1485,PM 569,Spatial Statistics,,,,,PM 511,udc00167
1486,PM 575,Statistical Methods in Environmental Epidemiology,,,,,"PM 511, PM 518",
1487,PM 579,Statistical Analysis of High-Dimensional Data,,,,PM 511,,
1488,PM 588,The Practice of Epidemiology,,,,,"PM 527, PM 512",
1489,MATH 510,Algebra,,,,,"MATH 410, MATH 471","udc00151, udc00152, udc00150"
1490,MATH 520,Complex Analysis,,,,,MATH 425,"csr01158, csr02432"
1491,MATH 525,Real Analysis,,,,,MATH 425,
1492,MATH 535,Differential Geometry,,,,,MATH 440,
1493,MATH 540,Topology,,,,,MATH 440,
1494,MATH 555,Partial Differential Equations,,,,,MATH 425,udc00158
1495,MATH 565,Ordinary Differential Equations,,,,,MATH 425,udc00158
1496,MATH 507,Theory of Probability,,,,,"MATH 525, MATH 570","khn00877, khn00897, khn00927, khn00937, khn00947, khn00881, khn00901, khn00911, khn00871, khn00891"
1497,MATH 541,Introduction to Mathematical Statistics,,,,,MATH 541,"csr00649, csr00456"
1498,MATH 502,MATH 502a Numerical Analysis,,,,,"MATH 425, MATH 471",
1499,MATH 601,Optimization Theory and Techniques,,,,,MATH 502,
1500,THTR 577,Theatre and Therapy for Cultural Fieldwork,,,,THTR 587,,
1501,THTR 578,"Theatre of the Oppressed : Theory , Games , and Techniques",,,,"THTR 521, THTR 544",,
1502,THTR 588,Liberation Arts and Community Engagement â€” Praxis,,,,,THTR 587,
1503,THTR 598,Applied Theatre Arts : International Externship,,,,,THTR 588,
1504,ARCH 575,Systems,,,,ARCH 505,,csr01634
1505,ARCH 605,ARCH 605aL Graduate Architecture Design II,,,,,ARCH 505,
1506,ASTE 523,Design of Low Cost Space Missions,,,,ASTE 520,,
1507,ASTE 527,Space Studio Architecting,,,,ASTE 520,,
1508,ASTE 529,ASTE 529 Safety of Space Systems and Space Missions,,,,ASTE 520,,
1509,ASTE 554,Spacecraft Sensors,,,,ASTE 520,,
1510,ASTE 570,ASTE 570 Liquid Rocket Propulsion,,,,,ASTE 470,
1511,ASTE 572,ASTE 572 Advanced Spacecraft Propulsion,,,,,ASTR 470,
1512,ASTE 574,ASTE 574 Space Launch Vehicle Design,,,,ASTE 470,,
1513,ASTE 581,Orbital Mechanics II,,,,,ASTE 580,
1514,ASTE 583,Space Navigation : Principles and Practice,,,,ASTE 580,,
1515,ASTE 585,Spacecraft Attitude Control,,,,,"AME 451, EE 482",
1516,ASTE 589,ASTE 589 Solar System Navigation,,,,,ASTE 580,csr00662
1517,BME 525,BME 525 Advanced Biomedical Imaging,,,,,"BME 513, EE 483",
1518,BME 527,BME 527 Integration of Medical Imaging Systems,INF 562,,,,,
1519,BME 528,"BME 528 Medical Diagnostics , Therapeutics and Informatics Applications",INF 563,,,,,
1520,EE 569,EE 569 Introduction to Digital Image Processing,,,,EE 503,,"csr01122, csr00373"
1521,BME 511,Physiological Control Systems,,,,BME 513,,
1522,PM 534,Statistical Genetics,,,,,"PM 522, PM 518",
1523,PM 544,PM 544L Multivariate Analysis,,,,,"PM 522, PM 510",
1524,PM 552,Statistical Methods in Clinical Trials,,,,,"PM 518, MATH 408",
1525,PM 603,Structural Equation Modeling,,,,,PM 511,
1526,PM 604,Health Behavior Research Methods,,,,PM 511,,
1527,MATH 542,MATH 542 L Analysis of Variance and Design,,,,,"MATH 226, MATH 208, MATH 225",
1528,MATH 543,MATH 543L Nonparametric Statistics,,,,,"MATH 226, MATH 208",
1529,MATH 545,MATH 545L Introduction to Time Series,,,,,"MATH 226, MATH 208, MATH 225",udc00180
1530,MATH 547,MATH 547 Mathematical Foundations of Statistical Learning Theory,,,,,"MATH 407, MATH 408",
1531,MATH 548,Sequential Analysis,,,,,"MATH 407, MATH 408",
1532,MATH 550,MATH 550 Sample Surveys,,,,,MATH 208,
1533,ARCH 692,ARCH 692a L Building Science Thesis,,,,,ARCH 596,"csr00101, csr00055"
1534,DSO 522,DSO 522 Applied Time Series Analysis for Forecasting,,IOM 522,,"GSBA 516, GSBA 506, GSBA 545, GSBA 524",,udc00180
1535,DSO 536,DSO 536 Monte Carlo Simulation and Decision Models,,DSO 532,DSO 516,,,
1536,DSO 547,DSO 547 Designing Spreadsheet-Based Business Models,,IOM 547,,,,
1537,MKT 566,MKT 566 Marketing Analytics,DSO 566,DSO 566,,,,"csr01030, csr01095, csr01090, csr01824, csr01083, csr01029, csr01094, csr01853, csr01077, csr00762"
1538,BAEP 549,BAEP 549 The Entrepreneurial Journey,,"GSBA 586, GSBA 550, BAEP 550, BAEP 551",,,,
1539,ACCT 551,ACCT 551T Taxation of Partnerships and S-Corps,,,,"LAW 600, ACCT 560, ACCT 550",,
1540,ACCT 561,ACCT 561T Income Tax of Corporations and Their Shareholders,,,,"LAW 600, ACCT 560, ACCT 550",,
1541,ACCT 563,ACCT 563T Federal Estate and Gift Taxes,,,,,ACCT 550,
1542,ACCT 567,ACCT 567T Taxation of Transactions in Property,,,,,ACCT 550,
1543,ACCT 568,ACCT 568T International Taxation,,,,,ACCT 561,
1544,ACCT 569,ACCT 569T Advanced Partnership Taxation,,,,,ACCT 551,
1545,ACCT 570,ACCT 570T State and Local Tax Concepts,,,,,"ACCT 561, ACCT 550",
1546,ACCT 571,ACCT 571T Taxation of Individuals,,,,,ACCT 550,
1547,ACCT 573,ACCT 573T Federal Tax Procedure,,,,,"LAW 600, ACCT 560, ACCT 550",
1548,ACCT 576,ACCT 576T Tax Consolidations,,,,,"ACCT 561, ACCT 550",
1549,ACCT 578,ACCT 578T Advanced Corporate Taxation,,,,,ACCT 561,
1550,ACCT 580,ACCT 580T Tax Accounting Methods,,,,,ACCT 550,
1551,ACCT 582,ACCT 582 Accounting for Mergers and Acquisitions,,,,,GSBA 510,"csr00310, csr00881, csr01870"
1552,ACCT 583,ACCT 583 Income Tax Accounting and Auditing,,,,,"ACCT 561, ACCT 585",
1553,BUCO 533,BUCO 533 Managing Communication in Organizations,,,,"GSBA 523, GSBA 542, GSBA 502",,
1554,MUCD 541,MUCD 541 Choral Conducting III,,,,,MUCD 441,
1555,MUCM 543,MUCM 543 Seminar in Choral Music,,,,,MUCM 641,
1556,MPVA 542,MPVA 542 Vocal Pedagogy Teaching Practicum,,,,,"MPVA 541, MPVA 438",
1557,CTIN 510,"Research Methods for Innovation , Engagement and Assessment",,,,"CTCS 505, CTIN 541, CTIN 506",,
1558,CTIN 593,CTIN 593 Integrative Project : Media-based Interventions in Healthcare,,,IML 543,,CTIN 503,
1559,CTIN 506,CTIN 506 Procedural Expression,,CTIN 400,,,,
1560,CTIN 544,Experiments in Interactivity II,,,,,CTIN 534,
1561,CTPR 510,Concepts of Cinematic Production,,,CTPR 507,,,
1562,CTWR 505,CTWR 505 Creating the Short Film,,CTWR 528,,,,
1563,CTPR 508,Production II,,,,,"CTWR 505, CTPR 507, CTPR 510",csr00992
1564,CTPR 506,Visual Expression,,,,,"CTAN 547, CTIN 534, CTPR 507, CTPR 504",
1565,CTWR 529,Intermediate Screenwriting,,,,,"CTWR 505, CTPR 507",
1566,CTPR 523,Introduction to Multiple-Camera Production,,,,,CTPR 508,
1567,CTPR 546,"CTPR 546L Production III , Fiction",,,,,CTPR 508,
1568,CTPR 547,"CTPR 547L Production III , Documentary",,,,,CTPR 508,
1569,CTPR 497,CTPR 497 Music Video Production,,,,,"CTPR 508, CTPR 310","csr01517, csr00992, csr01500, csr01502, csr01499"
1570,CTPR 572,The World of Television : From Concept to Air and Everything in Between,,,,,CTPR 508,
1571,CTPR 531,Planning the Documentary Production,,,,,CTPR 508,
1572,CTPR 532,Intermediate Directing,,,,,CTPR 508,
1573,CTPR 533,Directing Techniques,,,,,CTPR 532,
1574,CTPR 534,Intermediate Production Design,,,,,CTPR 508,
1575,CTPR 535,Intermediate Editing,,,,,"CTPR 508, CTAN 547",
1576,CTPR 537,CTPR 537 Intermediate Cinematography,,,,,"CTPR 508, CTAN 547",
1577,CTPR 538,Intermediate Producing,,,,,CTPR 508,
1578,CTPR 540,Intermediate Sound,,,,,"CTAN 547, CTPR 507",
1579,CTPR 551,CTPR 551 Directing in a Virtual World,,,,,"CTAN 462, CTPR 537, CTPR 532, CTAN 555",
1580,CTPR 552,CTPR 552 Advanced Directing,,,,,"CTPR 533, CTPR 532",
1581,CTPR 553,Developing the Advanced Project,,,,,CTPR 508,
1582,CTPR 554,CTPR 554 Advanced Sound,,,,,"CTPR 546, CTPR 547, CTPR 540",
1583,CTPR 556,CTPR 556 Advanced Editing,,,,,"CTPR 546, CTPR 547, CTPR 535",
1584,CTPR 557,CTPR 557 Advanced Cinematography,,,,,"CTPR 537, CTPR 424",
1585,CTPR 558,Advanced Producing,,,,,"CTPR 546, CTPR 547, CTPR 486, CTPR 538",
1586,CTPR 565,Making Media for Social Change,,,,,"CTPR 508, CTPR 310",
1587,CTPR 573,Producing the Advanced Project,,,,,CTPR 508,
1588,CTWR 533,CTWR 533a Writing the Feature Script,,,CTWR 516,,CTWR 529,
1589,CTWR 553,CTWR 553 Advanced Rewriting Workshop,,,,,"CTWR 514, CTWR 533",
1590,CTPR 581,Individual Production Workshop,,,,,"CTPR 546, CTPR 547",
1591,CTPR 582,Advanced Production Seminar,,,,,"CTPR 546, CTPR 547",
1592,CTPR 583,Graduate Television Production,,,,,"CTPR 573, CTPR 546, CTPR 547, CTPR 553, CTPR 532, CTPR 523",
1593,CTPR 585,CTPR 585a Advanced Producing Project,,,CTPR 558,,"CTPR 546, CTPR 547, CTPR 486, CTPR 538",
1594,CTPR 587,Group Production Workshop,,,,,"CTPR 546, CTPR 547",
1595,PPD 633,PPD 633 Urban Transportation Planning and Management,,PLUS 580,,,,
1596,CE 583,Design of Transportation Facilities,,,,"CE 471, CE 408, CE 457",,
1597,CE 585,Traffic Engineering and Control,,,,CE 471,,
1598,CE 588,Railroad Engineering,,,,CE 471,,
1599,PPD 634,PPD 634 Institutional and Policy Issues in Transportation,,PLUS 581,,,,
1600,PPD 692,PPD 692 Transportation and the Environment,,PPD 584,,,PPD 501,
1601,CE 476,Design of Pressurized Hydraulic Systems,,,,,CE 309,
1602,CE 520,Ocean and Coastal Engineering,,,,,"CE 309, ENE 410",
1603,PM 612,Clinical Translational Research (CTR),,,,PM 510,,
1604,PM 570,Statistical Methods in Human Genetics,,,,,PM 533,
1605,PM 528,Program Design and Evaluation,,,,PM 500,,
1606,PM 526,Communications in Public Health,,,,PM 500,,csr01188
1607,PMEP 539,Economic Assessment of Medical Care,,,,,"ECON 500, ECON 581",csr00998
1608,INTD 571,INTD 571 Biochemistry,,BIOC 441,,,,
1609,INTD 504,INTD 504 Molecular Biology of Cancer,"CBG 504, MICB 504, BIOC 504",,,,,
1610,PATH 553,PATH 553 Methods in Cellular and Clinical Pathology,,PATH 552,,,,
1611,PSCI 667,Intracellular Drug Delivery and Targeting,,,,INTD 531,,
1612,INF 553,INF 553 Foundations and Applications of Data Mining,CSCI 541,,,"INF 551, INF 552",,"csr00026, csr00286, csr00133, csr00249, csr02393, csr00107, csr01555, csr00024, csr00284"
1613,INF 554,INF 554 Information Visualization,CSCI 560,,,,,"csr00091, csr00021, csr00281, csr02571, csr01554, csr00865, csr00888, csr00115, csr00402, csr02037"
1614,MTAL 500,MTAL 500 Research Foundations in Music Teaching and Learning,,MUED 500,,,,"csr00326, csr00329"
1615,MTAL 607,MTAL 607 Alternative Models in Music Teaching and Learning,,MUED 607,,,,
1616,MTAL 502,MTAL 502 Sociological Foundations of Music Teaching and Learning,,MUED 502,,,,csr00326
1617,MTAL 503,MTAL 503 Philosophical and Advocacy Issues in Music Teaching and Learning,,MUED 503,,,,
1618,MTAL 721,MTAL 721 Qualitative Research in Music Teaching and Learning,,MUED 793,,,,"csr01059, csr01662, csr00848, csr01567, csr00326"
1619,MTAL 615,MTAL 615 Assessment and Reflective Practice,,,,MTAL 500,,
1620,MTAL 592,MTAL 592 Final Project,,MUED 592,,,MTAL 500,"csr01880, csr02345, csr01842, csr01752, csr02350, csr00688, csr02578, csr01494"
1621,BISC 505,Genomics and Molecular Genetics,,,,BISC 502,,
1622,BISC 577,BISC 577a Computational Molecular Biology Laboratory,,MATH 577,,,,
1623,MATH 578,Computational Molecular Biology,,,,,"CSCI 570, BISC 320",
1624,EE 532,Wireless Internet and Pervasive Computing,,,,,"EE 450, EE 457",
1625,EE 533,Network Processor Design and Programming,,,,,"EE 450, EE 457",
1626,EE 542,Internet and Cloud Computing,,,,"EE 450, EE 457",,"csr01204, csr02395, csr02291, csr00306, csr01194, csr02276, csr02378, csr00303, csr01191, csr02273"
1627,EE 557,EE 557 Computer Systems Architecture,,,,,EE 457,"csr01451, csr02000, csr02000, csr01185"
1628,EE 560,EE 560L Digital System Design,,,,,EE 457,
1629,EE 653,Advanced Topics in Microarchitecture,,,,,EE 557,
1630,EE 657,Parallel and Distributed Computing,,,,,"EE 557, EE 450",
1631,EE 659,Interconnection Networks,,,,,EE 557,
1632,EE 677,VLSI Architectures and Algorithms,,,,,EE 557,
1633,EE 467,Introduction to Communication Systems,,,,,EE 301,
1634,EE 550,EE 550 Design and Analysis of Computer Communication Networks,,,,,"EE 503, EE 450",
1635,EE 555,Broadband Network Architectures,,,,,"EE 503, EE 450",
1636,EE 579,EE 579 Wireless and Mobile Networks Design and Laboratory,,,,,"EE 555, CSCI 551, EE 550",
1637,EE 597,Wireless Networks,,,,,"EE 503, EE 450, EE 467","csr00717, csr00972, csr00993"
1638,EE 650,Advanced Topics in Computer Networks,,,,,"EE 503, EE 450, CSCI 551, EE 550",
1639,EE 652,EE 652 Low-Power Wireless Networks,,,,,"CSCI 402, EE 450",
1640,EE 536,EE 536a Mixed-Signal Integrated Circuit Design,,,,,"EE 479, EE 448",
1641,EE 537,Modern Solid-State Devices,,,,,EE 338,
1642,EE 552,EE 552 Asynchronous VLSI Design,,,,,EE 477,
1643,EE 577,VLSI System Design,,,,,EE 477,"csr00232, csr00557, csr00558, csr01681"
1644,EE 581,EE 581 Mathematical Foundations for Computer-Aided Design of VLSI Circuits,CSCI 593,,"EE 457, EE 477",,,
1645,EE 680,Computer-Aided Design of Digital Systems I,,,,,"EE 581, EE 577",
1646,CSCI 551,CSCI 551 Computer Networking,,,,,"CSCI 402, EE 450, CSCI 353, CSCI 350","udc00134, csr01022, csr01219, csr00305, csr01193, csr02275, csr02377, csr00506, csr00511"
1647,CSCI 555,CSCI 555L Advanced Operating Systems,,,,,"CSCI 402, CSCI 350","udc00123, csr02338, csr01455"
1648,CSCI 558,CSCI 558 L Internetworking and Distributed Systems Laboratory,,,,,"CSCI 402, CSCI 450, EE 450, CSCI 551, CSCI 555",
1649,CSCI 530,Security Systems,,,,,CSCI 402,"udc00098, csr02114, csr01185, csr02001, csr02001, udc00097"
1650,CSCI 531,CSCI 531 Applied Cryptography,,,,"CSCI 104, CSCI 103",,"udc00148, csr01680, csr02094, csr01705, csr00264, csr01435, csr00208, csr01919, csr02086, csr02109"
